"","year","Country.Code","Country.Name","SH.XPD.EXTR.ZS","NY.GNP.PCAP.CD","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SE.XPD.TOTL.GD.ZS","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","Region","IncomeGroup"
"988",2015,"JAM","Jamaica",NA,5010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8,84.1,79.9,NA,NA,29000,1700,29000,1600,1200,34,95,500,100,13000,0.11,0.6,0.8,1.6,38.278228756576,NA,NA,NA,NA,539,43,464,"Latin America & Caribbean","Upper middle income"
"989",1990,"KEN","Kenya",NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6471999884,24.6,24.2,26.6,NA,0.0450999998,7e+05,2e+05,660000,180000,17000,NA,NA,38000,21000,40000,1.91,7.9,4.6,6.4,51.9961099028541,100.427436828613,NA,NA,127.2312,64527,6800,26875,"Sub-Saharan Africa","Lower middle income"
"990",1991,"KEN","Kenya",NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57067012786865,NA,NA,24.8,24.4,26.8,NA,NA,9e+05,230000,840000,210000,24000,NA,NA,51000,26000,59000,2.16,9.5,5.5,8,52.4764695709443,98.2584686279297,NA,NA,120.3886,65976,6700,26619,"Sub-Saharan Africa","Lower middle income"
"991",1992,"KEN","Kenya",NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07590007781982,NA,NA,25,24.6,27,NA,NA,1100000,250000,1e+06,220000,32000,NA,NA,65000,31000,85000,2.3,11.1,6.2,9.5,52.8668818211123,96.8469085693359,NA,NA,113.546,66986,6700,26430,"Sub-Saharan Africa","Lower middle income"
"992",1993,"KEN","Kenya",NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02915000915527,45.1,NA,25.3,24.9,27.2,NA,0.1377999932,1300000,260000,1200000,230000,41000,NA,NA,81000,36000,120000,2.28,12.3,6.8,10.9,53.1995890354396,96.0581588745117,NA,NA,111.9768,67958,6800,26136,"Sub-Saharan Africa","Lower middle income"
"993",1994,"KEN","Kenya",NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9240198135376,NA,NA,25.5,25.1,27.4,NA,NA,1500000,250000,1400000,210000,53000,NA,NA,97000,40000,170000,2.11,13,7,11.9,53.5036365978153,92.648078918457,NA,NA,110.4076,68834,7000,26096,"Sub-Saharan Africa","Lower middle income"
"994",1995,"KEN","Kenya",5.30463438,270,14.06076302,68.31216992,2.28525582882764,53.71244801,1.96935537117236,6.44624896,46.28755199,4.2546112,384885758.36535,78.31406978,42.06440401,NA,NA,NA,25.7,25.3,27.6,NA,0.132,1700000,230000,1500000,190000,65000,NA,NA,110000,43000,220000,1.8,13.1,7,12.6,53.7972618057,90.5449066162109,NA,NA,108.8384,69964,7300,26535,"Sub-Saharan Africa","Lower middle income"
"995",1996,"KEN","Kenya",8.76878931,340,17.77305628,68.76828068,2.48539543575384,59.91249784,1.66298015424616,7.26655926,40.08750216,4.14837559,499707730.126537,79.08545353,47.38207064,NA,NA,NA,26,25.6,27.8,NA,NA,1800000,2e+05,1600000,150000,77000,NA,NA,130000,44000,290000,1.43,12.6,6.6,12.8,54.0779114004286,NA,NA,NA,107.2692,71683,7700,27567,"Sub-Saharan Africa","Lower middle income"
"996",1997,"KEN","Kenya",11.58695413,390,18.72413933,67.99863318,2.51802729354345,61.1537527,1.59950790645655,6.84744127,38.8462473,4.1175352,540046214.08755,79.19959767,48.4335261,NA,NA,NA,26.2,25.8,28,NA,NA,1800000,160000,1700000,110000,90000,NA,NA,140000,44000,370000,1.04,11.6,5.9,12.7,54.3438889259809,NA,NA,NA,105.7,73663,8000,28992,"Sub-Saharan Africa","Lower middle income"
"997",1998,"KEN","Kenya",9.82921198,440,21.41707874,75.57269544,2.49770145236545,55.59584268,1.99490326763455,8.85831673,44.40415732,4.49260472,633187665.935796,80.37634439,44.68590598,NA,44.3,NA,26.4,26,28.2,NA,NA,1800000,120000,1700000,81000,1e+05,NA,NA,160000,43000,450000,0.72,10.2,5,12.2,54.6020548569648,92.0236511230469,NA,NA,105.4,75405,8400,30632,"Sub-Saharan Africa","Lower middle income"
"998",1999,"KEN","Kenya",12.40658911,440,17.86151124,71.54775588,2.52459328003754,60.15450977,1.67225461996246,8.28836829,39.84549023,4.1968479,541225938.816717,80.42702627,48.38048338,5.32324981689453,NA,NA,26.7,26.2,28.4,NA,NA,1800000,98000,1600000,56000,110000,NA,NA,170000,42000,550000,0.48,8.7,4.2,11.6,54.8555978801133,90.8851165771484,38.5206108093262,NA,105.1,76836,8800,32364,"Sub-Saharan Africa","Lower middle income"
"999",2000,"KEN","Kenya",7.97534026,420,19.15153877,80.11587906,2.51601305933377,53.7295269,2.16672510066623,10.55287957,46.2704731,4.68273816,594958256.016536,80.40423552,43.20081535,5.1867299079895,NA,NA,26.9,26.5,28.5,NA,NA,1700000,80000,1600000,41000,120000,0,NA,170000,39000,640000,0.33,7.2,3.3,10.7,55.1220414082063,95.688102722168,39.3118286132813,2.74785995483398,104.8,77526,9100,33956,"Sub-Saharan Africa","Lower middle income"
"1000",2001,"KEN","Kenya",14.54970704,410,18.83813091,81.8396119,2.55494299878635,55.27491077,2.06730417121365,9.20629579,44.72508923,4.62224717,600244639.926986,80.47316331,44.48146922,5.20621013641357,NA,NA,27.1,26.7,28.7,NA,NA,1700000,72000,1500000,35000,130000,0,NA,180000,37000,740000,0.28,5.8,2.7,9.9,55.3842654552027,97.4113998413086,40.356330871582,2.81522989273071,104.5,77654,9400,35326,"Sub-Saharan Africa","Lower middle income"
"1001",2002,"KEN","Kenya",16.36553236,390,18.25194579,79.9546703,2.59519998792029,57.18359616,1.94316444207971,8.2667346,42.81640384,4.53836443,596692246.607234,78.2731671,44.75941178,6.17199993133545,NA,1.9,27.4,26.9,28.9,1.177,0.143,1600000,68000,1400000,33000,130000,0,NA,180000,35000,830000,0.25,4.7,2.1,9,55.6413260833443,91.9097213745117,40.9954490661621,2.82416009902954,104.2,77133,9700,36404,"Sub-Saharan Africa","Lower middle income"
"1002",2003,"KEN","Kenya",10.97398943,420,19.7565643,80.15061759,2.51920147618333,56.64512178,1.92813908381667,8.20835835,43.35487822,4.44734056,662854049.488994,79.10077657,44.80673122,6.49428987503052,41.6,NA,27.6,27.2,29.1,NA,NA,1500000,68000,1300000,36000,130000,0,NA,190000,32000,910000,0.26,3.9,1.8,8.3,55.890300093307,107.370941162109,43.1381607055664,NA,103.4048,76044,10000,37413,"Sub-Saharan Africa","Lower middle income"
"1003",2004,"KEN","Kenya",17.47418625,470,20.04934047,81.34194075,2.49402464155414,58.13922104,1.79572089844586,7.9109569,41.86077896,4.28974554,690448360.352745,78.24731504,45.49237945,6.79693984985352,NA,1.4,27.8,27.4,29.3,0.498,0.139,1400000,70000,1200000,41000,130000,2,NA,180000,29000,980000,0.29,3.3,1.6,7.6,56.1267635619835,107.418449401855,47.1885299682617,2.92144989967346,102.6096,74642,10000,38215,"Sub-Saharan Africa","Lower middle income"
"1004",2005,"KEN","Kenya",21.65286133,530,23.1303791,88.11569198,2.51813845445112,57.70853529,1.84540749554888,7.61106539,42.29146471,4.36354595,817636696.026113,77.36944221,44.64877186,7.3356499671936,NA,NA,28,27.6,29.5,NA,NA,1400000,72000,1200000,47000,120000,4,NA,180000,26000,1e+06,0.32,3,1.5,7,56.3445137276592,107.678260803223,47.8987998962402,2.9662299156189,101.8144,72391,9900,38793,"Sub-Saharan Africa","Lower middle income"
"1005",2006,"KEN","Kenya",18.88335847,600,30.20273541,91.4932173,2.61930667652221,61.72338356,1.62431466347779,7.53954313,38.27661644,4.24362134,1095936910.30806,75.20227094,46.41738614,7.04981994628906,NA,1.4,28.3,27.9,29.7,NA,NA,1300000,77000,1200000,54000,1e+05,10,NA,170000,23000,1100000,0.35,3,1.5,6.6,56.5314949051087,105.573402404785,50.0987892150879,NA,101.0192,70284,9800,38812,"Sub-Saharan Africa","Lower middle income"
"1006",2007,"KEN","Kenya",24.09832028,730,34.9858061,94.07296852,2.4810965324906,60.84168403,1.5968585275094,7.13061094,39.15831597,4.07795506,1303240169.37836,77.95723559,47.43049495,NA,NA,NA,28.5,28.1,29.9,NA,NA,1300000,86000,1200000,66000,87000,14,NA,170000,21000,1100000,0.41,3.1,1.7,6.4,56.680326480848,112.629638671875,52.6734199523926,NA,100.224,68235,9700,38748,"Sub-Saharan Africa","Lower middle income"
"1007",2008,"KEN","Kenya",24.59558832,860,36.60045187,89.54680272,2.4962815096153,64.0139239,1.4033099503847,6.06206637,35.9860761,3.89959146,1399763858.84726,77.97252241,49.91327116,NA,NA,NA,28.7,28.3,30.1,0.381,0.179,1300000,85000,1200000,69000,74000,19,NA,160000,16000,1e+06,0.42,3.3,1.8,6.2,56.7827455821676,112.302398681641,59.4062118530273,NA,99.0102,64550,9500,38304,"Sub-Saharan Africa","Lower middle income"
"1008",2009,"KEN","Kenya",26.36593042,930,39.2894476,97.01443575,2.52594282127916,60.60952844,1.64162436872084,7.06544528,39.39047156,4.16756719,1542896135.6216,78.00185252,47.27655498,NA,43.8,NA,29,28.6,30.3,0.42,0.182,1300000,88000,1200000,73000,62000,26,NA,150000,15000,1e+06,0.43,3.5,2,6.1,56.852691926755,113.267997741699,60.4318199157715,4.04682016372681,97.7964,62731,9300,37827,"Sub-Saharan Africa","Lower middle income"
"1009",2010,"KEN","Kenya",35.32730203,1000,39.41334629,98.83523898,2.55498042068827,64.29700663,1.41873554931173,5.85072607,35.70299337,3.97371597,1589473765.53391,78.02990622,50.17089398,5.50822019577026,NA,1.4,29.2,28.8,30.5,0.762,0.183,1400000,83000,1200000,71000,51000,32,59,140000,12000,960000,0.41,3.7,2.1,6.1,56.9061269395277,NA,NA,NA,96.5826,60817,9000,37309,"Sub-Saharan Africa","Lower middle income"
"1010",2011,"KEN","Kenya",27.67567876,1040,52.98809604,137.20624298,2.6078946914415,49.85053109,2.6235334085585,11.10961256,50.14946891,5.2314281,2194764500.49222,78.07942108,38.92300608,NA,NA,NA,29.4,29,30.7,0.792,0.181,1400000,81000,1300000,72000,44000,39,77,130000,8500,9e+05,0.4,3.8,2.2,6,56.9698716449202,NA,NA,NA,95.3688,58415,8800,36539,"Sub-Saharan Africa","Lower middle income"
"1011",2012,"KEN","Kenya",30.16201037,1090,65.05859332,149.2181468,2.16759492175257,39.47877502,3.32293744824743,13.35301606,60.52122498,5.49053237,2767786304.5139,67.27791842,26.56049805,NA,NA,NA,29.6,29.3,30.8,0.822,0.189,1400000,83000,1300000,72000,38000,43,61,120000,11000,840000,0.39,3.9,2.2,6,57.2430497896495,116.131248474121,67.6403884887695,NA,94.155,57449,8600,35759,"Sub-Saharan Africa","Lower middle income"
"1012",2013,"KEN","Kenya",28.39276837,1180,69.99987383,158.0382434,2.22150058770772,39.89832225,3.34640418229228,13.05253545,60.10167775,5.56790477,3058496157.29631,67.38481271,26.88540972,NA,NA,NA,29.9,29.5,31,0.863,0.198,1500000,85000,1300000,73000,38000,45,58,110000,12000,770000,0.38,4,2.3,6,57.6597720140995,NA,NA,NA,92.843,56296,8300,35103,"Sub-Saharan Africa","Lower middle income"
"1013",2014,"KEN","Kenya",27.54941734,1300,77.69658603,168.9817873,2.21642520223087,38.74671938,3.50386605776913,12.80118836,61.25328062,5.72029126,3485747236.15529,67.37497002,26.10559057,NA,61.8,NA,30.1,29.7,31.2,NA,NA,1500000,81000,1400000,72000,38000,51,65,110000,9000,720000,0.37,4,2.3,6,58.1003938577328,111.395858764648,NA,NA,91.531,54806,8200,34427,"Sub-Saharan Africa","Lower middle income"
"1014",2015,"KEN","Kenya",NA,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,29.7,31.2,NA,NA,1500000,78000,1400000,71000,36000,59,74,98000,6600,660000,0.35,4,2.3,5.9,58.4861532218979,NA,NA,NA,NA,53749,8000,33741,"Sub-Saharan Africa","Lower middle income"
"1015",1990,"LBN","Lebanon",NA,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6505999565,NA,NA,NA,NA,NA,500,100,500,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,10,NA,NA,NA,43.7818,1707,50,1319,"Middle East & North Africa","Upper middle income"
"1016",1991,"LBN","Lebanon",NA,1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3258999586,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.96376811594203,NA,NA,NA,41.3844,1640,48,1245,"Middle East & North Africa","Upper middle income"
"1017",1992,"LBN","Lebanon",NA,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0827000141,NA,NA,NA,NA,NA,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.91869918699187,111.642517089844,68.8962783813477,32.4514617919922,38.987,1611,44,1205,"Middle East & North Africa","Upper middle income"
"1018",1993,"LBN","Lebanon",NA,2230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75642001628876,NA,NA,NA,NA,NA,NA,1.8622000217,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.92592592592593,111.563209533691,NA,NA,36.8482,1599,41,1180,"Middle East & North Africa","Upper middle income"
"1019",1994,"LBN","Lebanon",NA,2840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93125998973846,NA,NA,NA,NA,NA,NA,NA,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.86301369863014,115.539627075195,70.3116073608398,NA,34.7094,1571,38,1141,"Middle East & North Africa","Upper middle income"
"1020",1995,"LBN","Lebanon",1.51570354,3610,460.51931116,1065.02365387,8.32170048325731,66.23355038,4.24247648674269,13.82510025,33.76644962,12.56417697,1396942041.58619,80.71041324,53.45737222,2.22463011741638,NA,NA,NA,NA,NA,NA,NA,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.80645161290323,116.657081604004,74.658821105957,NA,32.5706,1517,36,1085,"Middle East & North Africa","Upper middle income"
"1021",1996,"LBN","Lebanon",2.65186441,4210,568.50776196,1204.8678562,8.44556961335317,62.85165647,4.99173671664684,11.60816219,37.14834353,13.43730633,1745872555.76584,80.73489772,50.74322057,2.0846700668335,98,NA,NA,NA,NA,NA,NA,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.8159509202454,117.637542724609,77.4839630126953,27.5383892059326,30.4318,1427,34,1014,"Middle East & North Africa","Upper middle income"
"1022",1997,"LBN","Lebanon",1.61765064,4520,665.04258285,1217.38518437,8.00115169803444,61.25148569,5.06163626196556,12.6523133,38.74851431,13.06278796,2056766555.29968,80.64353292,49.39536203,NA,NA,2.7000000477,NA,NA,NA,NA,2.1,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.88235294117647,122.546722412109,80.0144500732422,NA,28.293,1320,32,927,"Middle East & North Africa","Upper middle income"
"1023",1998,"LBN","Lebanon",1.95701501,4970,634.1640462,1110.26058134,8.27733344474074,72.46679129,3.14491017525926,9.18982307,27.53320871,11.42224362,1974761473.30081,82.26194001,59.61258838,NA,NA,NA,82.7,82.7,82.7,NA,NA,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.85277463193658,128.324996948242,89.8107986450195,NA,26.5026,1208,30,845,"Middle East & North Africa","Upper middle income"
"1024",1999,"LBN","Lebanon",2.07045783,5330,599.32580443,1051.72481288,7.92668507343613,72.92463531,2.94300942656387,8.38680094,27.07536469,10.8696945,1891868393.13578,81.48955521,59.42596095,NA,NA,NA,82.7,82.7,82.7,NA,NA,1000,100,1000,100,100,NA,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.73741794310722,134.144195556641,90.2867431640625,37.6689796447754,24.7122,1115,28,776,"Middle East & North Africa","Upper middle income"
"1025",2000,"LBN","Lebanon",2.08719573,5470,579.02985405,1061.17272599,7.65524430991632,70.47994126,3.20634861008368,7.58453104,29.52005874,10.86159292,1873381609.197,80.66661269,56.85378125,NA,NA,NA,82.7,82.7,82.7,NA,NA,1000,100,1000,100,100,2,NA,NA,NA,NA,0.01,0.1,0.1,0.1,9.92761116856256,130.98469543457,92.7490310668945,38.3061485290527,22.9218,1045,26,720,"Middle East & North Africa","Upper middle income"
"1026",2001,"LBN","Lebanon",2.03393946,5300,571.03309887,1088.13561113,7.1704594406342,65.75734645,3.7339639093658,9.72178735,34.24265355,10.90442335,1918599833.04989,79.71169501,52.41629545,2.84148001670837,NA,3,82.7,82.7,82.7,1.175,3.253,1000,100,1000,100,100,4,NA,NA,NA,NA,0.01,0.1,0.1,0.1,10.1645692158761,127.827629089355,89.4156112670898,43.4012985229492,21.1314,975,24,678,"Middle East & North Africa","Upper middle income"
"1027",2002,"LBN","Lebanon",2.03052735,4990,544.44424389,1003.5090714,6.31086760482368,62.81682212,3.73559350517632,10.29319179,37.18317788,10.04646111,1917991049.03697,78.53694549,49.33441334,2.55271005630493,NA,NA,82.7,82.7,82.7,NA,NA,1100,100,1100,100,100,6,NA,NA,NA,NA,0.01,0.1,0.1,0.1,10.3978300180832,120.152267456055,89.2191467285156,44.8393516540527,19.341,932,21,641,"Middle East & North Africa","Upper middle income"
"1028",2003,"LBN","Lebanon",0.43386787,4460,496.31485517,918.60703558,5.8060175852068,62.41423401,3.4963758147932,9.72850301,37.58576599,9.3023934,1837091569.07108,77.34128542,48.27197087,NA,NA,NA,82.4,82.4,82.4,NA,NA,1200,200,1200,100,100,8,NA,NA,NA,NA,0.01,0.1,0.1,0.1,10.6689246401355,112.401718139648,87.7015228271484,42.9475708007813,17.9682,892,19,613,"Middle East & North Africa","Upper middle income"
"1029",2004,"LBN","Lebanon",0.78655541,5600,483.33329002,946.79770319,5.19783703673628,58.33837438,3.71197077326372,11.04095133,41.66162562,8.90980781,1867247482.67189,75.95285081,44.30965845,2.66673994064331,98.2,NA,82.2,82.2,82.2,NA,NA,1300,200,1300,200,100,10,NA,NA,NA,NA,0.01,0.1,0.1,0.1,10.9250398724083,107.486557006836,84.5082321166992,43.4890785217285,16.5954,833,17,572,"Middle East & North Africa","Upper middle income"
"1030",2005,"LBN","Lebanon",0.492415,5740,449.54107719,918.92592804,4.67547236275569,55.5294593,3.74433294724431,11.7990468,44.4705407,8.41980531,1792259586.71757,77.16207,42.84768025,2.67227005958557,NA,3.6,82,82,82,1.32,2.36,1300,200,1300,200,100,12,NA,NA,NA,NA,0.01,0.1,0.1,0.1,11.2042682926829,103.364242553711,80.4894714355469,44.1230087280273,15.2226,748,15,513,"Middle East & North Africa","Upper middle income"
"1031",2006,"LBN","Lebanon",0.88121925,5650,474.40473606,991.85834735,5.19813150472928,58.86889326,3.63188247527072,9.94847586,41.13110674,8.83001398,1924679464.78852,75.22729157,44.28547398,2.80862998962402,NA,NA,81.8,81.8,81.8,NA,3.254,1400,200,1400,200,100,14,NA,NA,NA,NA,0.01,0.1,0.1,0.1,11.4766081871345,100.644271850586,77.2925872802734,44.1002388000488,13.8498,654,13,443,"Middle East & North Africa","Upper middle income"
"1032",2007,"LBN","Lebanon",1.08074516,6250,535.63233678,1115.47744961,5.18822035881757,58.27002017,3.71553554118244,10.45103958,41.72997983,8.9037559,2188286275.10966,73.46516176,42.80816458,2.60986995697021,NA,3.43,81.6,81.6,81.6,1.897,3.062,1400,200,1400,200,100,17,NA,NA,NA,NA,0.01,0.1,0.1,0.1,11.781206171108,101.979301452637,76.455322265625,46.9181098937988,12.477,550,12,375,"Middle East & North Africa","Upper middle income"
"1033",2008,"LBN","Lebanon",1.15021043,6960,566.24828665,1118.26104131,4.92571167732691,61.03334817,3.14481341267309,9.07177623,38.96665183,8.07052509,2326934480.44399,71.90343795,43.88507563,2.03500008583069,NA,NA,81.3,81.3,81.3,NA,NA,1500,200,1500,200,100,19,NA,NA,NA,NA,0.01,0.1,0.1,0.1,12.0481927710843,102.586669921875,76.1764297485352,48.8813705444336,12.701,463,12,315,"Middle East & North Africa","Upper middle income"
"1034",2009,"LBN","Lebanon",1.60166027,7840,623.8993783,1123.46829459,4.30106797219055,57.93085854,3.12341714780945,9.66311136,42.06914146,7.42448512,2608986234.00501,73.14958184,42.37618078,1.77876996994019,NA,3.5,81.1,81.1,81.1,2.22,3.54,1600,200,1600,200,100,22,NA,NA,NA,NA,0.01,0.1,0.1,0.1,12.3096446700508,104.038642883301,77.3838195800781,48.9938888549805,12.925,422,12,284,"Middle East & North Africa","Upper middle income"
"1035",2010,"LBN","Lebanon",0.83505622,8450,630.23401555,1146.90697821,4.48278453492297,62.33590702,2.70855148507703,9.18652058,37.66409298,7.19133602,2733423241.95994,73.14958184,45.59845533,1.63172996044159,NA,NA,80.9,80.9,80.9,2.33,3.07,1700,200,1700,200,100,24,NA,NA,NA,NA,0.01,0.1,0.1,0.1,12.5441696113074,104.729766845703,75.3047790527344,48.4120597839355,13.149,427,12,289,"Middle East & North Africa","Upper middle income"
"1036",2011,"LBN","Lebanon",0.89454879,8670,621.8523933,1117.3512263,4.38052897448754,61.48174722,2.74439699551247,9.55777038,38.51825278,7.12492597,2855358390.58996,74.74103771,45.95209588,1.64626002311707,NA,NA,80.7,80.7,80.7,2.72,3.2,1800,200,1800,200,100,27,NA,NA,NA,NA,0.01,0.1,0.1,0.1,12.8540305010893,103.749641418457,76.1327667236328,49.7382888793945,13.373,472,12,318,"Middle East & North Africa","Upper middle income"
"1037",2012,"LBN","Lebanon",0.74611106,8490,626.08642193,1085.66597271,3.75507181591444,53.71350269,3.23585528408556,10.72474485,46.28649731,6.9909271,3083010445.77114,69.50907463,37.33575868,2.18939995765686,NA,3.5,80.7,80.7,80.7,NA,NA,2000,200,2000,200,100,29,NA,NA,NA,NA,0.01,0.1,0.1,0.1,13.0784708249497,99.085823059082,71.0396728515625,45.5790100097656,13.597,550,13,376,"Middle East & North Africa","Upper middle income"
"1038",2013,"LBN","Lebanon",1.10278808,8170,597.18713684,1033.01042698,3.57902199486455,53.95576954,3.05422969513545,10.72474485,46.04423046,6.63325169,3157322420.59579,69.50907463,37.50415612,2.57267999649048,NA,NA,80.7,80.7,80.7,NA,NA,2200,200,2100,200,100,31,NA,NA,NA,NA,0.01,0.1,0.1,0.1,13.2710280373832,97.1463317871094,68.2002716064453,45.9459686279297,13.1262,642,13,439,"Middle East & North Africa","Upper middle income"
"1039",2014,"LBN","Lebanon",1.01703019,8120,568.71483189,987.38532955,3.34978423090943,52.39187958,3.04392459909057,10.72474485,47.60812042,6.39370883,3191682233.18943,69.50907463,36.41711068,NA,NA,NA,80.7,80.7,80.7,NA,NA,2300,200,2300,200,100,34,NA,NA,NA,NA,0.01,0.1,0.1,0.1,13.3069828722003,NA,NA,42.7728309631348,12.6554,705,13,482,"Middle East & North Africa","Upper middle income"
"1040",2015,"LBN","Lebanon",NA,7930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,80.7,80.7,NA,NA,2400,200,2400,200,100,37,NA,NA,NA,NA,0.01,0.1,0.1,0.1,13.3333333333333,NA,NA,NA,NA,726,13,491,"Middle East & North Africa","Upper middle income"
"1041",1990,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,7100,2600,6700,2300,200,NA,NA,500,500,500,0.24,0.9,0.3,0.7,54.5332936979786,NA,NA,NA,169.6886,15357,1400,5110,"Sub-Saharan Africa","Low income"
"1042",1991,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,9200,2700,8700,2500,500,NA,NA,500,500,500,0.26,1.1,0.4,0.9,55.1415797317437,NA,NA,NA,165.5528,14703,1500,4728,"Sub-Saharan Africa","Low income"
"1043",1992,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,11000,3100,11000,2700,500,NA,NA,1000,500,1000,0.29,1.4,0.5,1.1,55.6464962295383,NA,NA,NA,161.417,13938,1700,4406,"Sub-Saharan Africa","Low income"
"1044",1993,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,14000,3400,13000,3000,500,NA,NA,1000,500,1000,0.32,1.7,0.6,1.4,56.0916767189385,NA,NA,NA,159.5558,13333,1700,4167,"Sub-Saharan Africa","Low income"
"1045",1994,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,3.6,24.3,NA,NA,17000,3700,16000,3200,1000,NA,NA,1000,1000,1400,0.34,1.9,0.6,1.6,56.4484810523019,NA,NA,NA,157.6946,13135,1800,4138,"Sub-Saharan Africa","Low income"
"1046",1995,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,3.6,24.3,NA,NA,20000,3900,19000,3300,1000,NA,NA,1300,1000,2000,0.35,2.1,0.7,1.8,56.7444537463374,NA,NA,NA,155.8334,13480,1800,4319,"Sub-Saharan Africa","Low income"
